Datetime,load,temperature,humidity,rain,wind10,wind100,radiation,cloud_cover,Week_day,hour,day_of_week,month,year,day_of_year,is_summer,is_monsoon,is_holiday,load_lag_24,load_lag_48,load_lag_168,load_roll_mean_24,load_roll_mean_168,load_roll_std_24
2020-01-08 00:00:00,10632.57,23.0,92.0,0.0,9.5,19.1,0.0,90.0,0.0,0,2,1,2020,8,0,0,0,10985.25,10128.39,10070.02,12140.57125,11877.62255952381,1098.533484761322
2020-01-08 01:00:00,10429.41,23.6,88.0,0.0,11.2,19.5,0.0,60.0,0.0,1,2,1,2020,8,0,0,0,10611.49,9880.85,9811.36,12125.876250000001,11880.97107142857,1116.8659905787351
2020-01-08 02:00:00,10258.19,24.5,84.0,0.0,11.6,17.4,37.0,29.0,0.0,2,2,1,2020,8,0,0,0,10445.3,9745.83,9656.43,12118.289583333333,11884.64994047619,1128.1614975335829
2020-01-08 03:00:00,10116.57,25.9,75.0,0.0,13.6,18.4,197.0,26.0,0.0,3,2,1,2020,8,0,0,0,10421.09,9717.62,9573.75,12110.493333333332,11888.231845238095,1140.8012047514346
2020-01-08 04:00:00,10199.25,27.6,66.0,0.0,13.2,17.7,423.0,20.0,0.0,4,2,1,2020,8,0,0,0,10250.45,9675.82,9477.89,12097.805,11891.462916666667,1161.9064679636044
2020-01-08 05:00:00,10829.43,29.1,58.0,0.0,14.2,18.9,586.0,14.0,0.0,5,2,1,2020,8,0,0,0,10887.91,10452.65,9999.03,12095.671666666667,11895.756726190477,1165.4872855168587
2020-01-08 06:00:00,12076.37,30.2,51.0,0.0,15.1,19.5,710.0,27.0,0.0,6,2,1,2020,8,0,0,0,12054.13,11862.73,10794.94,12093.234999999999,11900.699583333333,1168.1801400469049
2020-01-08 07:00:00,13604.81,31.2,47.0,0.0,14.3,18.1,791.0,22.0,0.0,7,2,1,2020,8,0,0,0,13688.91,13388.84,11849.81,12094.161666666667,11908.327142857142,1168.156591813404
2020-01-08 08:00:00,13248.48,31.9,44.0,0.0,13.5,17.3,783.0,25.0,0.0,8,2,1,2020,8,0,0,0,13514.07,13432.61,12312.56,12090.6575,11918.773571428572,1163.2807311716394
2020-01-08 09:00:00,12945.9,32.0,42.0,0.0,13.3,16.8,638.0,44.0,0.0,9,2,1,2020,8,0,0,0,12856.8,13175.36,12194.04,12079.59125,11924.344523809523,1150.3424457972174
2020-01-08 10:00:00,13254.97,31.3,43.0,0.0,12.1,15.6,338.0,60.0,0.0,10,2,1,2020,8,0,0,0,12590.38,13149.31,12349.76,12083.30375,11928.81988095238,1153.1002578184539
2020-01-08 11:00:00,13301.4,31.2,42.0,0.0,12.0,16.8,235.0,77.0,0.0,11,2,1,2020,8,0,0,0,12523.52,12837.92,11926.72,12110.995,11934.208035714286,1173.6045711285892
2020-01-08 12:00:00,13310.07,28.6,59.0,0.0,16.2,23.5,117.0,37.0,0.0,12,2,1,2020,8,0,0,0,12368.71,12703.33,12021.44,12143.406666666664,11942.390654761904,1196.0200604820009
2020-01-08 13:00:00,12662.18,26.2,75.0,0.0,15.5,25.8,23.0,5.0,0.0,13,2,1,2020,8,0,0,0,12269.7,12306.73,11664.4,12182.63,11950.061071428572,1218.9462684059852
2020-01-08 14:00:00,12826.89,25.5,78.0,0.0,15.1,25.7,0.0,0.0,0.0,14,2,1,2020,8,0,0,0,12267.58,12504.84,11343.72,12198.983333333332,11956.00023809524,1222.7918657964558
2020-01-08 15:00:00,13112.3,24.9,80.0,0.0,14.3,25.2,0.0,0.0,0.0,15,2,1,2020,8,0,0,0,12351.22,12542.9,11242.79,12222.287916666666,11964.828630952381,1229.4676397459323
2020-01-08 16:00:00,13164.15,24.4,81.0,0.0,12.4,22.8,0.0,0.0,0.0,16,2,1,2020,8,0,0,0,12389.5,12640.8,11429.22,12253.999583333332,11975.956666666667,1242.6820308666877
2020-01-08 17:00:00,13590.02,24.0,83.0,0.0,11.9,22.5,0.0,0.0,0.0,17,2,1,2020,8,0,0,0,12733.85,13273.81,11593.26,12286.276666666667,11986.283630952381,1256.3397225019344
2020-01-08 18:00:00,14018.59,23.5,84.0,0.0,11.8,22.3,0.0,0.0,0.0,18,2,1,2020,8,0,0,0,13587.34,13693.24,12215.63,12321.950416666667,11998.169107142858,1281.5045582998534
2020-01-08 19:00:00,13807.08,23.0,85.0,0.0,10.2,20.0,0.0,15.0,0.0,19,2,1,2020,8,0,0,0,13755.23,13578.11,12030.32,12339.919166666667,12008.901011904762,1302.8641777851603
2020-01-08 20:00:00,13180.59,22.5,87.0,0.0,9.5,19.1,0.0,3.0,0.0,20,2,1,2020,8,0,0,0,13248.76,13040.72,11582.27,12342.079583333334,12019.476964285714,1305.3537027031002
2020-01-08 21:00:00,12444.56,22.1,88.0,0.0,8.4,17.7,0.0,4.0,0.0,21,2,1,2020,8,0,0,0,12609.86,12570.69,11061.97,12339.239166666666,12028.990773809524,1303.3676674439992
2020-01-08 22:00:00,11873.64,21.8,90.0,0.0,7.6,16.5,0.0,4.0,0.0,22,2,1,2020,8,0,0,0,11926.57,12087.16,10322.25,12332.351666666667,12037.220476190476,1302.3117522169275
2020-01-08 23:00:00,11185.44,21.5,91.0,0.0,7.6,16.3,0.0,3.0,0.0,23,2,1,2020,8,0,0,0,11036.09,11491.46,9749.03,12330.14625,12046.45494047619,1303.0734004245605
2020-01-09 00:00:00,10671.09,21.1,93.0,0.0,7.3,15.9,0.0,3.0,0.0,0,3,1,2020,9,0,0,0,10632.57,10985.25,9441.42,12336.369166666665,12055.005,1296.9671650596088
2020-01-09 01:00:00,10376.44,21.3,92.0,0.0,8.3,17.0,0.0,1.0,0.0,1,3,1,2020,9,0,0,0,10429.41,10611.49,9262.24,12337.974166666667,12062.324464285713,1294.7890428238386
2020-01-09 02:00:00,10303.37,22.5,87.0,0.0,9.7,16.3,48.0,2.0,0.0,2,3,1,2020,9,0,0,0,10258.19,10445.3,9118.15,12335.767083333334,12068.956607142856,1298.224397835215
2020-01-09 03:00:00,10144.14,24.6,76.0,0.0,12.8,17.3,245.0,4.0,0.0,3,3,1,2020,9,0,0,0,10116.57,10421.09,9027.03,12337.649583333334,12076.011488095239,1295.1098294856151
2020-01-09 04:00:00,10176.11,26.4,66.0,0.0,14.2,18.4,457.0,32.0,0.0,4,3,1,2020,9,0,0,0,10199.25,10250.45,8982.88,12338.798333333334,12082.660952380953,1293.0647101318675
2020-01-09 05:00:00,10829.64,27.9,58.0,0.0,12.7,16.1,638.0,17.0,0.0,5,3,1,2020,9,0,0,0,10829.43,10887.91,9636.05,12337.834166666667,12089.763511904763,1294.7369612191917
2020-01-09 06:00:00,12059.03,29.2,53.0,0.0,12.5,15.9,767.0,11.0,0.0,6,3,1,2020,9,0,0,0,12076.37,12054.13,10783.03,12337.842916666666,12096.868214285714,1294.7263246774846
2020-01-09 07:00:00,13621.19,30.4,48.0,0.0,12.5,16.1,870.0,59.0,0.0,7,3,1,2020,9,0,0,0,13604.81,13688.91,12233.01,12337.120416666667,12104.463452380953,1294.8834077428166
2020-01-09 08:00:00,13545.83,31.5,43.0,0.0,13.8,17.8,862.0,26.0,0.0,8,3,1,2020,9,0,0,0,13248.48,13514.07,12814.2,12337.802916666667,12112.726428571428,1295.5847521099588
2020-01-09 09:00:00,13170.96,31.8,40.0,0.0,14.5,18.8,670.0,58.0,0.0,9,3,1,2020,9,0,0,0,12945.9,12856.8,12857.25,12350.1925,12117.081369047619,1306.0516200772947
2020-01-09 10:00:00,13187.52,31.6,40.0,0.0,14.8,19.4,523.0,74.0,0.0,10,3,1,2020,9,0,0,0,13254.97,12590.38,13097.81,12359.57,12118.94869047619,1311.3121631536815
2020-01-09 11:00:00,12963.39,31.1,41.0,0.0,14.3,19.9,346.0,48.0,0.0,11,3,1,2020,9,0,0,0,13301.4,12523.52,13029.7,12356.759583333333,12119.482678571429,1309.3805543793524
2020-01-09 12:00:00,12913.21,30.2,44.0,0.0,9.7,17.1,166.0,35.0,0.0,12,3,1,2020,9,0,0,0,13310.07,12368.71,12914.67,12342.675833333335,12119.087976190476,1300.5663570584638
2020-01-09 13:00:00,12504.51,27.2,61.0,0.0,15.0,25.5,26.0,42.0,0.0,13,3,1,2020,9,0,0,0,12662.18,12269.7,12618.38,12326.14,12119.079285714284,1290.2135125022846
2020-01-09 14:00:00,12565.05,25.0,75.0,0.0,13.3,24.1,0.0,83.0,0.0,14,3,1,2020,9,0,0,0,12826.89,12267.58,12422.97,12319.570416666667,12118.401488095238,1288.828723897517
2020-01-09 15:00:00,12759.45,24.5,77.0,0.0,12.6,23.4,0.0,27.0,0.0,15,3,1,2020,9,0,0,0,13112.3,12351.22,12430.27,12308.660416666666,12119.247202380953,1285.4513404839554
2020-01-09 16:00:00,13103.41,23.6,80.0,0.0,12.0,24.0,0.0,23.0,0.0,16,3,1,2020,9,0,0,0,13164.15,12389.5,12428.6,12293.958333333334,12121.206607142856,1277.855633468981
2020-01-09 17:00:00,13585.25,23.1,83.0,0.0,11.3,23.1,0.0,46.0,0.0,17,3,1,2020,9,0,0,0,13590.02,12733.85,13171.64,12291.4275,12125.223333333333,1276.1162241066706
2020-01-09 18:00:00,14139.61,22.7,85.0,0.0,9.8,21.4,0.0,81.0,0.0,18,3,1,2020,9,0,0,0,14018.59,13587.34,13723.95,12291.22875,12127.685297619048,1275.905534074127
2020-01-09 19:00:00,13920.52,22.2,88.0,0.0,8.1,18.8,0.0,89.0,0.0,19,3,1,2020,9,0,0,0,13807.08,13755.23,13523.72,12296.27125,12130.159464285713,1283.24706264773
2020-01-09 20:00:00,13207.16,21.6,91.0,0.0,6.3,16.1,0.0,70.0,0.0,20,3,1,2020,9,0,0,0,13180.59,13248.76,12874.41,12300.997916666667,12132.521369047618,1289.2487579475844
2020-01-09 21:00:00,12638.64,21.0,94.0,0.0,4.7,13.0,0.0,66.0,0.0,21,3,1,2020,9,0,0,0,12444.56,12609.86,12239.61,12302.105000000001,12134.502023809524,1290.0480670182008
2020-01-09 22:00:00,11980.46,20.6,94.0,0.0,6.5,14.2,0.0,79.0,0.0,22,3,1,2020,9,0,0,0,11873.64,11926.57,11745.02,12310.191666666668,12136.877202380952,1291.587248461524
2020-01-09 23:00:00,11473.17,20.5,93.0,0.0,7.2,16.3,0.0,65.0,0.0,23,3,1,2020,9,0,0,0,11185.44,11036.09,11024.15,12314.6425,12138.27863095238,1290.200783923557
2020-01-10 00:00:00,11069.35,20.6,91.0,0.0,8.0,17.5,0.0,12.0,0.0,0,4,1,2020,10,0,0,0,10671.09,10632.57,10500.61,12326.63125,12140.95136904762,1280.5525913934425
2020-01-10 01:00:00,10747.84,20.9,89.0,0.0,6.8,15.5,0.0,32.0,0.0,1,4,1,2020,10,0,0,0,10376.44,10429.41,10233.25,12343.225416666666,12144.336726190477,1260.5912022745508
2020-01-10 02:00:00,10603.39,22.0,84.0,0.0,7.9,14.0,48.0,10.0,0.0,2,4,1,2020,10,0,0,0,10303.37,10258.19,10113.4,12358.700416666667,12147.399761904762,1237.4647374913782
2020-01-10 03:00:00,10339.68,24.2,74.0,0.0,10.0,13.6,248.0,11.0,0.0,3,4,1,2020,10,0,0,0,10144.14,10116.57,9806.44,12371.201249999998,12150.316369047618,1217.1477259750354
2020-01-10 04:00:00,10369.47,26.4,65.0,0.0,14.0,18.6,455.0,53.0,0.0,4,4,1,2020,10,0,0,0,10176.11,10199.25,9887.97,12379.34875,12153.490416666667,1202.153884261994
2020-01-10 05:00:00,11065.98,27.8,58.0,0.0,15.9,20.5,540.0,64.0,0.0,5,4,1,2020,10,0,0,0,10829.64,10829.43,10434.42,12387.405416666666,12156.356488095238,1187.3022924918257
2020-01-10 06:00:00,12161.75,28.6,53.0,0.0,15.6,20.4,576.0,31.0,0.0,6,4,1,2020,10,0,0,0,12059.03,12076.37,11539.03,12397.252916666665,12160.115773809524,1174.7340042434755
2020-01-10 07:00:00,13526.84,29.9,46.0,0.0,16.6,21.4,693.0,64.0,0.0,7,4,1,2020,10,0,0,0,13621.19,13604.81,12899.87,12401.532916666665,12163.822440476191,1173.6347627830673
2020-01-10 08:00:00,13525.34,30.9,40.0,0.0,14.8,19.7,696.0,65.0,0.0,8,4,1,2020,10,0,0,0,13545.83,13248.48,13289.96,12397.601666666667,12167.554404761904,1169.5225431389297
2020-01-10 09:00:00,13298.54,31.4,38.0,0.0,16.6,21.8,716.0,68.0,0.0,9,4,1,2020,10,0,0,0,13170.96,12945.9,13156.12,12396.747916666665,12168.955476190476,1168.6550512856545
2020-01-10 10:00:00,13405.72,31.2,38.0,0.0,16.6,21.9,612.0,68.0,0.0,10,4,1,2020,10,0,0,0,13187.52,13254.97,13507.9,12402.063750000001,12169.803214285714,1172.6132629481267
2020-01-10 11:00:00,13316.67,30.4,41.0,0.0,16.5,22.4,379.0,88.0,0.0,11,4,1,2020,10,0,0,0,12963.39,13301.4,13362.78,12411.155416666666,12169.195,1179.791864989531
2020-01-10 12:00:00,13174.13,28.1,59.0,0.0,17.2,25.3,206.0,94.0,0.0,12,4,1,2020,10,0,0,0,12913.21,13310.07,13313.28,12425.875416666668,12168.920535714286,1189.1483392308444
2020-01-10 13:00:00,12749.3,26.2,65.0,0.0,12.6,22.3,27.0,66.0,0.0,13,4,1,2020,10,0,0,0,12504.51,12662.18,13021.64,12436.747083333335,12168.092261904761,1194.9758968297942
2020-01-10 14:00:00,12646.2,25.0,69.0,0.0,13.8,24.5,0.0,21.0,0.0,14,4,1,2020,10,0,0,0,12565.05,12826.89,13104.57,12446.946666666669,12166.471190476192,1196.6229804516256
2020-01-10 15:00:00,12693.86,24.2,72.0,0.0,13.6,24.9,0.0,17.0,0.0,15,4,1,2020,10,0,0,0,12759.45,13112.3,13175.36,12450.327916666667,12163.742797619048,1197.0857715809514
2020-01-10 16:00:00,12961.24,23.9,76.0,0.0,12.0,23.0,0.0,11.0,0.0,16,4,1,2020,10,0,0,0,13103.41,13164.15,13341.89,12447.595000000001,12160.876726190476,1196.4240575328977
2020-01-10 17:00:00,13285.63,23.8,76.0,0.0,12.7,23.5,0.0,18.0,0.0,17,4,1,2020,10,0,0,0,13585.25,13590.02,13795.32,12441.67125,12158.610952380952,1193.3838949639144
2020-01-10 18:00:00,13901.78,23.5,76.0,0.0,13.8,25.2,0.0,1.0,0.0,18,4,1,2020,10,0,0,0,14139.61,14018.59,14301.28,12429.187083333332,12155.577083333334,1182.417407460259
2020-01-10 19:00:00,13786.12,22.8,76.0,0.0,12.1,23.6,0.0,19.0,0.0,19,4,1,2020,10,0,0,0,13920.52,13807.08,14069.11,12419.277499999998,12153.199107142857,1168.3726667584556
2020-01-10 20:00:00,13171.22,22.0,79.0,0.0,11.0,22.4,0.0,49.0,0.0,20,4,1,2020,10,0,0,0,13207.16,13180.59,13451.07,12413.677499999998,12151.514642857142,1161.1642315375454
2020-01-10 21:00:00,12799.7,21.2,83.0,0.0,9.7,21.9,0.0,76.0,0.0,21,4,1,2020,10,0,0,0,12638.64,12444.56,12893.47,12412.18,12149.848869047619,1160.1191264018892
2020-01-10 22:00:00,12100.38,20.8,87.0,0.0,9.3,20.6,0.0,99.0,0.0,22,4,1,2020,10,0,0,0,11980.46,11873.64,12067.81,12418.890833333333,12149.290714285715,1161.9504532425572
2020-01-10 23:00:00,11261.85,20.5,90.0,0.0,9.4,20.2,0.0,97.0,0.0,23,4,1,2020,10,0,0,0,11473.17,11185.44,11271.92,12423.887500000003,12149.484583333333,1160.23970608495
2020-01-11 00:00:00,10879.12,20.4,91.0,0.0,9.7,21.0,0.0,96.0,1.0,0,5,1,2020,11,0,0,0,11069.35,10671.09,10877.95,12415.082499999999,12149.424642857144,1168.5405009120325
2020-01-11 01:00:00,10699.37,20.8,87.0,0.0,9.7,20.2,0.0,77.0,1.0,1,5,1,2020,11,0,0,0,10747.84,10376.44,10661.88,12407.15625,12149.431607142857,1178.666818385752
2020-01-11 02:00:00,10583.69,21.9,79.0,0.0,10.5,19.5,48.0,78.0,1.0,2,5,1,2020,11,0,0,0,10603.39,10303.37,10592.41,12405.136666666665,12149.654761904761,1181.671280534728
2020-01-11 03:00:00,10564.57,24.4,67.0,0.0,12.4,17.2,247.0,77.0,1.0,3,5,1,2020,11,0,0,0,10339.68,10144.14,10487.36,12404.315833333334,12149.602857142858,1182.9833709879704
2020-01-11 04:00:00,10588.67,26.5,62.0,0.0,15.5,20.8,475.0,75.0,1.0,4,5,1,2020,11,0,0,0,10369.47,10176.11,10228.56,12413.686249999999,12150.062440476191,1166.6969052910722
2020-01-11 05:00:00,11169.2,28.3,52.0,0.0,16.4,21.4,664.0,73.0,1.0,5,5,1,2020,11,0,0,0,11065.98,10829.64,10708.98,12422.819583333332,12152.205952380953,1150.747216454632
2020-01-11 06:00:00,12175.13,29.6,46.0,0.0,14.8,19.2,778.0,70.0,1.0,6,5,1,2020,11,0,0,0,12161.75,12059.03,11919.15,12427.120416666667,12154.945357142857,1145.637188659199
2020-01-11 07:00:00,13571.8,30.6,43.0,0.0,13.8,17.8,854.0,24.0,1.0,7,5,1,2020,11,0,0,0,13526.84,13621.19,13297.14,12427.677916666667,12156.469047619048,1145.505685135645
2020-01-11 08:00:00,13766.48,31.4,41.0,0.0,13.2,17.1,871.0,5.0,1.0,8,5,1,2020,11,0,0,0,13525.34,13545.83,13602.05,12429.551249999999,12158.103928571429,1147.4165527802122
2020-01-11 09:00:00,13520.23,31.7,40.0,0.0,14.0,18.1,787.0,7.0,1.0,9,5,1,2020,11,0,0,0,13298.54,13170.96,12826.05,12439.598750000003,12159.082678571429,1158.4320698866427
2020-01-11 10:00:00,13617.92,31.6,40.0,0.0,15.0,19.6,624.0,0.0,1.0,10,5,1,2020,11,0,0,0,13405.72,13187.52,12442.14,12448.835833333333,12163.214702380952,1166.435071544796
2020-01-11 11:00:00,13483.64,31.3,40.0,0.0,14.8,19.9,437.0,0.0,1.0,11,5,1,2020,11,0,0,0,13316.67,12963.39,12188.88,12457.6775,12170.213392857144,1174.7780943030693
2020-01-11 12:00:00,13412.33,29.9,43.0,0.0,10.2,17.6,211.0,1.0,1.0,12,5,1,2020,11,0,0,0,13174.13,12913.21,12060.82,12464.634583333333,12177.920297619046,1180.5663976280698
2020-01-11 13:00:00,13079.01,27.3,52.0,0.0,7.4,17.4,29.0,56.0,1.0,13,5,1,2020,11,0,0,0,12749.3,12504.51,11905.46,12474.559583333334,12185.965,1187.7697435199977
2020-01-11 14:00:00,13017.69,25.8,68.0,0.0,13.3,25.2,0.0,0.0,1.0,14,5,1,2020,11,0,0,0,12646.2,12565.05,11964.09,12488.297499999999,12192.950416666667,1192.9808964622678
2020-01-11 15:00:00,13139.83,24.9,74.0,0.0,14.1,26.6,0.0,0.0,1.0,15,5,1,2020,11,0,0,0,12693.86,12759.45,12047.59,12503.776249999997,12199.221845238095,1197.520112623376
2020-01-11 16:00:00,13290.22,24.5,78.0,0.0,14.5,27.1,0.0,0.0,1.0,16,5,1,2020,11,0,0,0,12961.24,13103.41,12655.9,12522.358333333332,12205.723273809524,1204.0402483582805
2020-01-11 17:00:00,13574.53,24.2,79.0,0.0,15.1,27.5,0.0,0.0,1.0,17,5,1,2020,11,0,0,0,13285.63,13585.25,13208.86,12536.065833333334,12209.498988095238,1211.1058920561782
2020-01-11 18:00:00,13836.22,23.6,80.0,0.0,14.3,26.0,0.0,0.0,1.0,18,5,1,2020,11,0,0,0,13901.78,14139.61,14077.32,12548.103333333333,12211.675595238095,1220.280898391724
2020-01-11 19:00:00,13721.94,23.0,79.0,0.0,14.3,26.3,0.0,0.0,1.0,19,5,1,2020,11,0,0,0,13786.12,13920.52,14056.73,12545.371666666668,12210.240476190476,1217.1883276371962
2020-01-11 20:00:00,13066.59,22.5,79.0,0.0,14.3,26.6,0.0,0.0,1.0,20,5,1,2020,11,0,0,0,13171.22,13207.16,13401.45,12542.697500000002,12208.247678571428,1214.4112146803104
2020-01-11 21:00:00,12407.57,21.9,82.0,0.0,14.4,27.1,0.0,0.0,1.0,21,5,1,2020,11,0,0,0,12799.7,12638.64,12872.23,12538.337916666665,12206.254464285714,1212.2426654255667
2020-01-11 22:00:00,11563.29,21.4,85.0,0.0,14.2,26.4,0.0,0.0,1.0,22,5,1,2020,11,0,0,0,12100.38,11980.46,12176.25,12521.999166666666,12203.48863095238,1211.2089833784546
2020-01-11 23:00:00,11062.42,21.0,87.0,0.0,13.1,25.7,0.0,0.0,1.0,23,5,1,2020,11,0,0,0,11261.85,11473.17,11611.27,12499.620416666665,12199.840059523809,1224.229425328011
2020-01-12 00:00:00,10694.61,21.0,87.0,0.0,12.1,24.4,0.0,3.0,1.0,0,6,1,2020,12,0,0,0,10879.12,11069.35,11204.82,12491.310833333335,12196.573095238095,1233.6368824383949
2020-01-12 01:00:00,10472.61,21.2,86.0,0.0,11.9,23.0,0.0,6.0,1.0,1,6,1,2020,12,0,0,0,10699.37,10747.84,10990.69,12483.622916666667,12193.53613095238,1244.646538463237
2020-01-12 02:00:00,10350.47,22.5,81.0,0.0,12.6,22.5,47.0,27.0,1.0,2,6,1,2020,12,0,0,0,10583.69,10603.39,10892.5,12474.174583333333,12190.452321428571,1259.5514575607067
2020-01-12 03:00:00,10233.27,24.9,70.0,0.0,15.0,21.0,234.0,30.0,1.0,3,6,1,2020,12,0,0,0,10564.57,10339.68,10708.03,12464.457083333335,12187.225952380952,1275.5685857464903
2020-01-12 04:00:00,10107.5,27.1,59.0,0.0,18.3,24.7,441.0,19.0,1.0,4,6,1,2020,12,0,0,0,10588.67,10369.47,10533.86,12450.652916666666,12184.4,1298.607641328671
2020-01-12 05:00:00,10631.1,28.6,52.0,0.0,20.4,27.0,645.0,20.0,1.0,5,6,1,2020,12,0,0,0,11169.2,11065.98,10867.7,12430.604166666666,12181.862142857144,1331.8917551751822
2020-01-12 06:00:00,11393.04,30.0,45.0,0.0,19.6,26.0,754.0,43.0,1.0,6,6,1,2020,12,0,0,0,12175.13,12161.75,11444.44,12408.183333333334,12180.45380952381,1358.316253377103
2020-01-12 07:00:00,12507.2,30.5,42.0,0.0,20.1,26.8,715.0,83.0,1.0,7,6,1,2020,12,0,0,0,13571.8,13526.84,12351.08,12375.59625,12180.147857142856,1373.4476789287958
2020-01-12 08:00:00,12674.92,30.8,41.0,0.0,19.1,25.5,670.0,62.0,1.0,8,6,1,2020,12,0,0,0,13766.48,13525.34,12547.79,12331.237916666667,12181.077142857144,1350.1278259804815
2020-01-12 09:00:00,12477.9,31.3,39.0,0.0,16.6,22.2,696.0,51.0,1.0,9,6,1,2020,12,0,0,0,13520.23,13298.54,12349.53,12285.756249999999,12181.83386904762,1317.6723538409074
2020-01-12 10:00:00,12378.71,31.6,37.0,0.0,14.8,19.6,577.0,31.0,1.0,10,6,1,2020,12,0,0,0,13617.92,13405.72,12266.38,12242.325833333334,12182.597976190476,1292.1454167186869
2020-01-12 11:00:00,12329.4,30.4,45.0,0.0,19.5,26.6,390.0,41.0,1.0,11,6,1,2020,12,0,0,0,13483.64,13316.67,12232.15,12190.692083333333,12183.266607142856,1259.1244570697256
2020-01-12 12:00:00,12103.62,29.2,49.0,0.0,14.1,21.5,151.0,42.0,1.0,12,6,1,2020,12,0,0,0,13412.33,13174.13,12235.15,12142.59875,12183.845476190476,1229.2819658303665
2020-01-12 13:00:00,11940.68,27.5,56.0,0.0,10.4,19.1,23.0,74.0,1.0,13,6,1,2020,12,0,0,0,13079.01,12749.3,11830.99,12088.069166666666,12183.062559523809,1199.1668116470732
2020-01-12 14:00:00,11611.26,26.1,63.0,0.0,12.7,23.1,0.0,48.0,1.0,14,6,1,2020,12,0,0,0,13017.69,12646.2,11615.24,12040.63875,12183.715476190477,1180.637122299038
2020-01-12 15:00:00,11731.2,25.2,70.0,0.0,14.1,25.1,0.0,45.0,1.0,15,6,1,2020,12,0,0,0,13139.83,12693.86,11564.22,11982.0375,12183.691785714285,1164.8308469183926
2020-01-12 16:00:00,12032.71,24.7,76.0,0.0,13.4,23.9,0.0,0.0,1.0,16,6,1,2020,12,0,0,0,13290.22,12961.24,11527.48,11923.344583333334,12184.685714285713,1139.161974962222
2020-01-12 17:00:00,12223.58,24.2,80.0,0.0,13.1,24.3,0.0,0.0,1.0,17,6,1,2020,12,0,0,0,13574.53,13285.63,11857.03,11870.948333333334,12187.693035714285,1101.867854874535
2020-01-12 18:00:00,12760.78,23.8,81.0,0.0,13.6,25.5,0.0,11.0,1.0,18,6,1,2020,12,0,0,0,13836.22,13901.78,12363.86,11814.65875,12189.87488095238,1044.0453906021103
2020-01-12 19:00:00,12588.52,23.2,82.0,0.0,11.8,23.4,0.0,0.0,1.0,19,6,1,2020,12,0,0,0,13721.94,13786.12,12194.55,11769.84875,12192.237500000001,974.2545188270389
2020-01-12 20:00:00,12134.85,22.6,84.0,0.0,9.7,20.9,0.0,0.0,1.0,20,6,1,2020,12,0,0,0,13066.59,13171.22,11784.31,11722.622916666665,12194.58255952381,900.1687912902092
2020-01-12 21:00:00,11590.72,22.0,87.0,0.0,7.8,17.8,0.0,0.0,1.0,21,6,1,2020,12,0,0,0,12407.57,12799.7,11365.08,11683.800416666667,12196.669107142856,858.8288229933722
2020-01-12 22:00:00,11059.02,21.6,89.0,0.0,7.1,16.8,0.0,0.0,1.0,22,6,1,2020,12,0,0,0,11563.29,12100.38,10905.33,11649.765,12198.012202380953,844.9728451978524
2020-01-12 23:00:00,10509.47,21.2,91.0,0.0,6.8,16.9,0.0,3.0,1.0,23,6,1,2020,12,0,0,0,11062.42,11261.85,10471.19,11628.753750000002,12198.927023809523,853.4438137987925
2020-01-13 00:00:00,10158.24,21.7,90.0,0.0,7.2,16.6,0.0,3.0,0.0,0,0,1,2020,13,0,0,0,10694.61,10879.12,10128.39,11605.714166666667,12199.154880952381,876.548278766199
2020-01-13 01:00:00,9937.79,21.6,91.0,0.0,6.9,15.6,0.0,9.0,0.0,1,0,1,2020,13,0,0,0,10472.61,10699.37,9880.85,11583.365416666667,12199.33255952381,907.0935864856021
2020-01-13 02:00:00,9783.41,22.7,86.0,0.0,8.5,14.7,44.0,16.0,0.0,2,0,1,2020,13,0,0,0,10350.47,10583.69,9745.83,11561.081250000001,12199.671488095239,941.4848276286278
2020-01-13 03:00:00,9803.59,24.8,77.0,0.0,11.1,14.7,233.0,18.0,0.0,3,0,1,2020,13,0,0,0,10233.27,10564.57,9717.62,11537.453749999999,12199.895178571427,979.5338713845937
2020-01-13 04:00:00,9694.97,26.8,66.0,0.0,13.3,17.2,436.0,37.0,0.0,4,0,1,2020,13,0,0,0,10107.5,10588.67,9675.82,11519.550416666667,12200.406904761903,1007.9226908090029
2020-01-13 05:00:00,10401.5,27.9,59.0,0.0,14.4,18.5,525.0,53.0,0.0,5,0,1,2020,13,0,0,0,10631.1,11169.2,10452.65,11502.36166666667,12200.520892857143,1036.1719663288586
2020-01-13 06:00:00,11698.63,28.9,54.0,0.0,14.3,18.5,569.0,80.0,0.0,6,0,1,2020,13,0,0,0,11393.04,12175.13,11862.73,11492.794999999998,12200.216428571428,1045.5829852537722
2020-01-13 07:00:00,13344.21,29.1,53.0,0.0,13.4,17.4,426.0,67.0,0.0,7,0,1,2020,13,0,0,0,12507.2,13571.8,13388.84,11505.527916666666,12199.239642857143,1046.1759111660826
2020-01-13 08:00:00,13493.66,30.1,48.0,0.0,13.0,17.0,544.0,61.0,0.0,8,0,1,2020,13,0,0,0,12674.92,13766.48,13432.61,11540.403333333334,12198.973988095238,1093.8831235146472
2020-01-13 09:00:00,13431.76,31.1,45.0,0.0,13.1,17.3,579.0,63.0,0.0,9,0,1,2020,13,0,0,0,12477.9,13520.23,13175.36,11574.5175,12199.33738095238,1142.4896446690896
